activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,18232112,[],CHEMBL4050390,Inhibition of human MAP4K3 assessed as residual activity at 1 uM in presence of [33P]ATP by filter binding assay relative to control,B,,,BAO_0001103,BAO_0000357,single protein format,NCCCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCCCCCCCOc1nc2cc(C(=O)O)ccc2c2cnccc12)C(=O)O,,,CHEMBL4049403,Bioorg Med Chem,2017.0,,CHEMBL4077554,,CHEMBL4077554,,False,http://qudt.org/vocab/unit#Percent,3025568,=,1,False,=,,Activity,%,,95.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,95.0
,18253249,[],CHEMBL4054908,Inhibition of wild-type human partial length KHS2 (M1 to D301 residues) expressed in bacterial expression system assessed as residual activity at 50 nM by Kinomescan method relative to control,B,,,BAO_0001103,BAO_0000019,assay format,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)CC[C@]1(C)N,,,CHEMBL4052645,Bioorg Med Chem Lett,2017.0,,CHEMBL4096145,,CHEMBL4096145,,False,http://qudt.org/vocab/unit#Percent,3028953,=,1,False,=,,Activity,%,,18.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,18.0
,18253250,[],CHEMBL4054908,Inhibition of wild-type human partial length KHS2 (M1 to D301 residues) expressed in bacterial expression system assessed as residual activity at 50 nM by Kinomescan method relative to control,B,,,BAO_0001103,BAO_0000019,assay format,COc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cn1,,,CHEMBL4052645,Bioorg Med Chem Lett,2017.0,,CHEMBL4080797,,CHEMBL4080797,,False,http://qudt.org/vocab/unit#Percent,3028982,=,1,False,=,,Activity,%,,49.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,49.0
,18274986,[],CHEMBL4118374,Inhibition of KHS2 in human SKCO1 cells at 1 uM after 4 hrs using biotin labeled NVNTGELAAIKVIK probe by mass-spectrometric analysis relative to control,B,,,BAO_0000201,BAO_0000219,cell-based format,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl,,,CHEMBL4118021,Bioorg Med Chem,2017.0,,CHEMBL3883384,,CHEMBL3883384,,False,http://qudt.org/vocab/unit#Percent,3033216,=,1,True,=,,Inhibition,%,,42.4,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,INH,%,UO_0000187,,42.4
,18274987,[],CHEMBL4118374,Inhibition of KHS2 in human SKCO1 cells at 1 uM after 4 hrs using biotin labeled NVNTGELAAIKVIK probe by mass-spectrometric analysis relative to control,B,,,BAO_0000201,BAO_0000219,cell-based format,C=CC(=O)Nc1ccccc1Oc1nc(Nc2cnn(CCOC)c2)ncc1Cl,,,CHEMBL4118021,Bioorg Med Chem,2017.0,,CHEMBL3884839,,CHEMBL3884839,,False,http://qudt.org/vocab/unit#Percent,3033235,=,1,True,=,,Inhibition,%,,-7.5,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,INH,%,UO_0000187,,-7.5
,18274988,[],CHEMBL4118374,Inhibition of KHS2 in human SKCO1 cells at 1 uM after 4 hrs using biotin labeled NVNTGELAAIKVIK probe by mass-spectrometric analysis relative to control,B,,,BAO_0000201,BAO_0000219,cell-based format,COc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,,,CHEMBL4118021,Bioorg Med Chem,2017.0,,CHEMBL1077979,,CHEMBL1077979,,False,http://qudt.org/vocab/unit#Percent,3033237,=,1,True,=,,Inhibition,%,,3.1,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,INH,%,UO_0000187,,3.1
,18440289,[],CHEMBL4157113,Binding affinity to wild-type human partial length MAP4K3 (M1 to D301 residues) expressed in bacterial expression system assessed as residual binding at 1 uM by Kinomescan method relative to control,B,,,BAO_0001103,BAO_0000019,assay format,Cc1cccc(S(=O)(=O)Nc2cc(-c3sc(NC(=O)[C@@H](N)C(C)C)nc3C)cnc2Cl)c1,,,CHEMBL4152344,Eur J Med Chem,2018.0,,CHEMBL4174988,,CHEMBL4174988,,False,http://qudt.org/vocab/unit#Percent,3060325,=,1,False,=,,Activity,%,,100.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,100.0
,18449830,[],CHEMBL4178067,Inhibition of human MAP4K3 (1 to 873 residues) assessed as residual activity at 500 nM in presence of 33P-ATP by filter binding assay relative to control,B,,,BAO_0001103,BAO_0000357,single protein format,Cc1cccc(-c2nc(N)sc2-c2ccc3ncccc3n2)c1,,,CHEMBL4177526,Bioorg Med Chem,2017.0,,CHEMBL4209540,,CHEMBL4209540,,False,http://qudt.org/vocab/unit#Percent,3061808,=,1,False,=,,Activity,%,,118.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,118.0
,18484245,[],CHEMBL4185892,Binding affinity to wild-type human partial length MAP4K3 (M1 to D301 residues) expressed in Escherichia coli BL21 at 1 uM by Kinomescan method relative to control,B,,,BAO_0001103,BAO_0000019,assay format,C=CC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)cc2)cc1,,,CHEMBL4184148,Bioorg Med Chem Lett,2017.0,,CHEMBL3969370,,CHEMBL3969370,,False,http://qudt.org/vocab/unit#Percent,3068012,=,1,False,=,,Activity,%,,97.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,97.0
,18484729,[],CHEMBL4185892,Binding affinity to wild-type human partial length MAP4K3 (M1 to D301 residues) expressed in Escherichia coli BL21 at 1 uM by Kinomescan method relative to control,B,,,BAO_0001103,BAO_0000019,assay format,CCC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)cc2)cc1,,,CHEMBL4184148,Bioorg Med Chem Lett,2017.0,,CHEMBL4206831,,CHEMBL4206831,,False,http://qudt.org/vocab/unit#Percent,3068013,=,1,False,=,,Activity,%,,79.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,79.0
,18507729,[],CHEMBL4191033,Inhibition of recombinant human MAP4K3 (1 to 291 residues) at 1 uM using RRRFRPASPLRGPPK as substrate after 40 mins in presence of [gamma-33P]ATP by scintillation counting method,B,,,BAO_0000201,BAO_0000357,single protein format,CS(=O)(=O)c1ccc(-n2nc(-c3cnc4[nH]ccc4c3)c3c(N)ncnc32)cc1,,,CHEMBL4190187,Bioorg Med Chem Lett,2017.0,,CHEMBL4207014,,CHEMBL4207014,,False,http://qudt.org/vocab/unit#Percent,3072743,=,1,True,=,,Inhibition,%,,2.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,INH,%,UO_0000187,,2.0
,18655443,[],CHEMBL4230792,Binding affinity to wild-type human partial length MAP4K3 (M1 to D301 residues) expressed in bacterial expression system assessed as residual binding level at 1 uM by Kinomescan method relative to control,B,,,BAO_0001103,BAO_0000019,assay format,Cc1ccc(NC(=O)c2ccc(CN(CCN(C)C)C(=O)c3cccnc3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL4229344,Eur J Med Chem,2018.0,,CHEMBL4247298,,CHEMBL4247298,,False,http://qudt.org/vocab/unit#Percent,3098356,=,1,False,=,,Activity,%,,93.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,93.0
,18737908,[],CHEMBL4261442,Inhibition of recombinant human MAP4K3 (1 to 291 residues) using RLGRDKYKTLRQI as substrate after 40 mins in presence of [gamma-33P]-ATP by scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,,,CHEMBL4257593,J Med Chem,2018.0,"{'bei': '14.49', 'le': '0.27', 'lle': '2.24', 'sei': '8.08'}",CHEMBL4281823,,CHEMBL4281823,6.97,False,http://www.openphacts.org/units/Nanomolar,3113126,=,1,True,=,,IC50,nM,,106.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,IC50,nM,UO_0000065,,106.0
,18752016,[],CHEMBL4264381,Binding affinity to wild-type human partial length MAP4K3 (M1 to D301 residues) expressed in bacterial expression system assessed as remaining unbound target protein level at 1000 nM by Kinomescan method relative to control,B,,,BAO_0001103,BAO_0000019,assay format,COCCN[C@H]1CC[C@H](Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1,,,CHEMBL4261600,Eur J Med Chem,2018.0,,CHEMBL4281048,,CHEMBL4281048,,False,http://qudt.org/vocab/unit#Percent,3115711,=,1,False,=,,Activity,%,,100.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,100.0
,18858045,[],CHEMBL4307891,Binding affinity to wild-type human partial length MAP4K3 (M1 to D301 residues) expressed in bacterial expression system assessed as residual binding level at 10 uM by Kinomescan method relative to control,B,,,BAO_0001103,BAO_0000019,assay format,CC(C)N1C(=O)C(NCCCN(C)C)=C(c2cn(C)c3ccccc23)C1=O.Cl,,,CHEMBL4304811,ACS Med Chem Lett,2019.0,,CHEMBL4533018,,CHEMBL4594742,,False,http://qudt.org/vocab/unit#Percent,3147806,=,1,False,=,,Activity,%,,96.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,96.0
,18892906,[],CHEMBL4314872,Inhibition of recombinant human MAP4K3 (1 to 291 residues) assessed as residual activity at 10 uM using RLGRDKYKTLRQIRQ as substrate measured after 40 mins in presence of [gamma33P]ATP by scintillation counting method,B,,,BAO_0001103,BAO_0000357,single protein format,Cc1cc(C)c(CNc2nc(Cl)nc3c2ncn3C2CCCC2)c(=O)[nH]1,,,CHEMBL4311992,Eur J Med Chem,2019.0,,CHEMBL4557538,,CHEMBL4557538,,False,http://qudt.org/vocab/unit#Percent,3152144,=,1,False,=,,Activity,%,,103.5,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,103.5
,18937953,[],CHEMBL4327703,Inhibition of human GLK assessed as residual activity at 1 uM using MBP as substrate by [gamma-33P]-ATP assay relative to control,B,,,BAO_0001103,BAO_0000357,single protein format,ClC/C=C/C[N+]12CN3CN(CN(C3)C1)C2.[Cl-],,,CHEMBL4325871,Eur J Med Chem,2019.0,,CHEMBL4438024,,CHEMBL4597936,,False,http://qudt.org/vocab/unit#Percent,3159528,=,1,False,=,,Activity,%,,97.51,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,97.89,97.51
,18937954,[],CHEMBL4327703,Inhibition of human GLK assessed as residual activity at 1 uM using MBP as substrate by [gamma-33P]-ATP assay relative to control,B,,,BAO_0001103,BAO_0000357,single protein format,C(=C/c1ccccc1)\C[N+]12CN3CN(CN(C3)C1)C2.[Cl-],,,CHEMBL4325871,Eur J Med Chem,2019.0,,CHEMBL4446405,,CHEMBL4594846,,False,http://qudt.org/vocab/unit#Percent,3159529,=,1,False,=,,Activity,%,,99.19,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,100.76,99.19
,18938547,[],CHEMBL4328067,Inhibition of human GLK assessed as residual activity at 100 uM using MBP as substrate by [gamma-33P]-ATP assay relative to control,B,,,BAO_0001103,BAO_0000357,single protein format,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL4325871,Eur J Med Chem,2019.0,,CHEMBL388978,STAUROSPORINE,CHEMBL388978,,False,http://qudt.org/vocab/unit#Percent,3159540,<,1,False,<,,Activity,%,,65.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,65.0
,18938925,[],CHEMBL4328431,Inhibition of human GLK using MBP as substrate by [gamma-33P]-ATP assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL4325871,Eur J Med Chem,2019.0,"{'bei': '21.61', 'le': '0.39', 'lle': '5.73', 'sei': '14.52'}",CHEMBL388978,STAUROSPORINE,CHEMBL388978,10.08,False,http://www.openphacts.org/units/Nanomolar,3159540,=,1,True,=,,IC50,nM,,0.0825,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,IC50,10'-11M,UO_0000065,,8.25
,18958956,[],CHEMBL4333478,Binding affinity to wild-type human partial length MAP4K3 (M1 to D301 residues) expressed in bacterial expression system assessed as residual binding level at 1 uM by Kinomescan method relative to control,B,,,BAO_0001103,BAO_0000019,assay format,CC(C)Nc1sc(C(=O)c2ccc(Cl)s2)c(N)c1C#N,,,CHEMBL4330132,Bioorg Med Chem Lett,2019.0,,CHEMBL4563315,,CHEMBL4563315,,False,http://qudt.org/vocab/unit#Percent,3162858,=,1,False,=,,Activity,%,,59.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,59.0
,18964421,[],CHEMBL4335149,Inhibition of recombinant human MAP4K3 (1 to 291 residues) assessed as residual activity at 1 uM using RLGRDKYKTLRQIRQ as substrate incubated for 40 mins in presence of [gamma-33ATP by scintillation counting based radiometry assay relative to control,B,,,BAO_0001103,BAO_0000357,single protein format,N=C1NC(=O)/C(=C\c2ccc(-c3cccc([N+](=O)[O-])c3)o2)S1,,,CHEMBL4334438,Eur J Med Chem,2019.0,,CHEMBL4455512,,CHEMBL4455512,,False,http://qudt.org/vocab/unit#Percent,3164076,=,1,False,=,,Activity,%,,102.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,102.0
,18964422,[],CHEMBL4335149,Inhibition of recombinant human MAP4K3 (1 to 291 residues) assessed as residual activity at 1 uM using RLGRDKYKTLRQIRQ as substrate incubated for 40 mins in presence of [gamma-33ATP by scintillation counting based radiometry assay relative to control,B,,,BAO_0001103,BAO_0000357,single protein format,C=CCOC(=O)c1cc(-c2ccc(/C=C3/NC(=S)NC3=O)o2)ccc1Cl,,,CHEMBL4334438,Eur J Med Chem,2019.0,,CHEMBL4568120,,CHEMBL4568120,,False,http://qudt.org/vocab/unit#Percent,3164056,=,1,False,=,,Activity,%,,99.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,99.0
,18971966,[],CHEMBL4336976,Inhibition of recombinant human MAP4K3 (1 to 291 residues) assessed as residual activity at 10 uM using RLGRDKYKTLRQI as substrate incubated for 40 mins in presence of [gamma-33ATP by scintillation counting based radiometry assay relative to control,B,,,BAO_0001103,BAO_0000357,single protein format,C[C@@H](c1ccccc1)n1nnc2cnc3ccc(-c4cnc5[nH]ccc5c4)cc3c21,,,CHEMBL4334471,Bioorg Med Chem Lett,2019.0,,CHEMBL4472294,,CHEMBL4472294,,False,http://qudt.org/vocab/unit#Percent,3164674,=,1,False,=,,Activity,%,,73.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,73.0
Not Active,19039715,[],CHEMBL4351927,Inhibition of recombinant human MAP4K3 (1 to 291 residues) at 10 uM using RLGRDKYKTLRQIRQ as substrate measured after 40 mins in presence of [gamma33P]ATP by scintillation counting method,B,,,BAO_0000376,BAO_0000357,single protein format,CN1C[C@H](Nc2nc3cc[nH]c3c(=O)n2C)C[C@H](c2ccc3c(c2)OCCO3)C1,,,CHEMBL4350961,J Med Chem,2019.0,,CHEMBL4574669,,CHEMBL4574669,,False,,3176361,,1,False,,,Inhibition,,,,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,INH,,,,
,19059669,[],CHEMBL4357970,Binding affinity to wild-type human partial length MAP4K3 (M1 to D301 residues) expressed in bacterial expression system assessed as residual binding level at 1 uM by Kinomescan method relative to control,B,,,BAO_0001103,BAO_0000019,assay format,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1C(=O)Nc1c(C)cccc1Cl,,,CHEMBL4354843,J Med Chem,2020.0,,CHEMBL4515441,,CHEMBL4515441,,False,http://qudt.org/vocab/unit#Percent,3179937,=,1,False,=,,Activity,%,,100.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,100.0
,19090234,[],CHEMBL4365808,Inhibition of wild-type human partial length MAP4K3 (M1 to D301 residues) expressed in bacterial expression system assessed as residual activity at 10 uM by Kinomescan method relative to control,B,,,BAO_0001103,BAO_0000019,assay format,O=C(Nc1cccnc1)c1cc(C(=O)c2c(F)cccc2Br)c[nH]1,,,CHEMBL4364269,Eur J Med Chem,2019.0,,CHEMBL4436895,,CHEMBL4436895,,False,http://qudt.org/vocab/unit#Percent,3184800,=,1,False,=,,Activity,%,,100.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,100.0
,19091940,[],CHEMBL4366414,Inhibition of human GLK at 100 nM using MBP as substrate by [gamma-33P]-ATP assay,B,,,BAO_0000201,BAO_0000357,single protein format,COc1ccc(N2C(=O)COc3ccc(-c4cnc(OC)c(NS(=O)(=O)c5ccc(F)cc5)c4)cc32)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4364276,Eur J Med Chem,2019.0,,CHEMBL4528675,,CHEMBL4528675,,False,http://qudt.org/vocab/unit#Percent,3185010,=,1,True,=,,Inhibition,%,,-11.69,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,INH,%,UO_0000187,,-11.69
,19144950,[],CHEMBL4377966,Inhibition of recombinant human MAP4K3 (1 to 291 residues) at 1 uM using RLGRDKYKTLRQIRQ as substrate measured after 40 mins in presence of [gamma33P]ATP by scintillation counting method relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C(=O)c1cc2cnc(Nc3ccc(NC(=O)CCCCCCCN=C=S)cc3)nc2n1C1CCCC1,,,CHEMBL4376814,Eur J Med Chem,2019.0,,CHEMBL4548580,,CHEMBL4548580,,False,http://qudt.org/vocab/unit#Percent,3195153,=,1,True,=,,Inhibition,%,,95.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,INH,%,UO_0000187,,95.0
,19146839,[],CHEMBL4378953,Inhibition of recombinant human MAP4K3 (1 to 291 residues) at 10 uM using RLGRDKYKTLRQIRQ as substrate measured after 40 mins in presence of [gamma33P]ATP by scintillation counting method relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,C=CS(=O)(=O)Nc1ccc(Cc2ccc3ccccc3c2)cc1,,,CHEMBL4376829,Eur J Med Chem,2019.0,,CHEMBL4459587,,CHEMBL4459587,,False,http://qudt.org/vocab/unit#Percent,3195539,=,1,True,=,,Inhibition,%,,9.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,INH,%,UO_0000187,,9.0
,19147914,[],CHEMBL4379388,Inhibition of recombinant human MAP4K3 (1 to 291 residues) using RLGRDKYKTLRQI as substrate incubated for 40 mins in presence of [gamma-33ATP by radiometric scintillation counting analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,,,CHEMBL4376834,J Med Chem,2019.0,,CHEMBL4438748,,CHEMBL4438748,,False,http://www.openphacts.org/units/Nanomolar,3195750,>,1,True,>,,IC50,nM,,10000.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,IC50,uM,UO_0000065,,10.0
,19159497,[],CHEMBL4382601,Binding affinity to wild-type human partial length MAP4K3 (M1 to D301 residues) expressed in bacterial expression system assessed as residual binding level at 1 uM by Kinomescan method relative to control,B,,,BAO_0001103,BAO_0000019,assay format,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,,,CHEMBL4382192,Eur J Med Chem,2017.0,,CHEMBL4473365,,CHEMBL4473365,,False,http://qudt.org/vocab/unit#Percent,3197524,=,1,False,=,,Activity,%,,3.3,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,3.3
,19191510,[],CHEMBL4389320,Inhibition of wild-type human partial length MAP4K3 (M1 to D301 residues) expressed in bacterial expression system at 10 uM by Kinomescan method relative to control,B,,,BAO_0000201,BAO_0000019,assay format,O=C(Nc1cccc([C@H]2CCCN(c3ncnc4[nH]ccc34)C2)c1)Nc1ccccc1N1CCCC1,,,CHEMBL4387741,Bioorg Med Chem,2019.0,,CHEMBL4555459,,CHEMBL4555459,,False,http://qudt.org/vocab/unit#Percent,3203184,=,1,True,=,,Inhibition,%,,47.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,INH,%,UO_0000187,,47.0
,19191983,[],CHEMBL4389797,Inhibition of wild-type human partial length MAP4K3 (M1 to D301 residues) expressed in bacterial expression system at 1 uM by Kinomescan method relative to control,B,,,BAO_0000201,BAO_0000019,assay format,O=C(Nc1cccc([C@@H]2CN(c3ncnc4[nH]ccc34)CCN2CCO)c1)Nc1c(F)cccc1N1CCCC1,,,CHEMBL4387741,Bioorg Med Chem,2019.0,,CHEMBL4564973,,CHEMBL4564973,,False,http://qudt.org/vocab/unit#Percent,3203185,=,1,True,=,,Inhibition,%,,71.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,INH,%,UO_0000187,,71.0
,19200239,[],CHEMBL4391423,Binding affinity to wild-type human partial length MAP4K3 (M1 to D301 residues) expressed in bacterial expression system assessed as residual binding level at 10 uM by Kinomescan method relative to control,B,,,BAO_0001103,BAO_0000019,assay format,O=C(Nc1cc(-c2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)ccn1)Nc1cccc2c1C1CCCCN1C2=O,,,CHEMBL4390652,Eur J Med Chem,2019.0,,CHEMBL4559936,,CHEMBL4559936,,False,http://qudt.org/vocab/unit#Percent,3204733,=,1,False,=,,Activity,%,,21.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,21.0
,19266436,[],CHEMBL4405386,Inhibition of wild-type human partial length MAP4K3 (M1 to D301 residues) expressed in bacterial expression system at 1 uM by Kinomescan method relative to control,B,,,BAO_0000201,BAO_0000019,assay format,CC[C@H](Nc1nc(N)nc(C)c1C#N)c1nc2cccc(NCc3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,,,CHEMBL4402587,J Med Chem,2020.0,,CHEMBL4455923,,CHEMBL4455923,,False,http://qudt.org/vocab/unit#Percent,3217153,<,1,True,<,,Inhibition,%,,50.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,INH,%,UO_0000187,,50.0
,20608959,[],CHEMBL4605660,Inhibition of MAP4K3 (unknown origin) assessed as residual activity at 10 uM incubated for 5 mins in presence of [gamma-33ATP] by scintillation counting based radiometry assay relative to control,B,,,BAO_0001103,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCC4C=NNC4C3)c(Cl)c2)cc1C#Cc1cnc2cccnn12,,,CHEMBL4602709,ACS Med Chem Lett,2020.0,,CHEMBL4640297,,CHEMBL4640297,,False,http://qudt.org/vocab/unit#Percent,3466989,=,1,False,=,,Activity,%,,62.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,62.0
,20608990,[],CHEMBL4605671,Inhibition of MAP4K3 (unknown origin) assessed as residual activity incubated for 5 mins in presence of [gamma-33ATP] by scintillation counting based radiometry assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCC4C=NNC4C3)c(Cl)c2)cc1C#Cc1cnc2cccnn12,,,CHEMBL4602709,ACS Med Chem Lett,2020.0,,CHEMBL4640297,,CHEMBL4640297,,False,http://www.openphacts.org/units/Nanomolar,3466989,>,1,True,>,,IC50,nM,,20000.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,IC50,uM,UO_0000065,,20.0
,20609008,[],CHEMBL4605660,Inhibition of MAP4K3 (unknown origin) assessed as residual activity at 10 uM incubated for 5 mins in presence of [gamma-33ATP] by scintillation counting based radiometry assay relative to control,B,,,BAO_0001103,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2ccc(CN3Cc4cn[nH]c4C3)c(Cl)c2)cc1C#Cc1cnc2cccnn12,,,CHEMBL4602709,ACS Med Chem Lett,2020.0,,CHEMBL4638981,,CHEMBL4638981,,False,http://qudt.org/vocab/unit#Percent,3466990,=,1,False,=,,Activity,%,,14.0,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,Activity,%,UO_0000187,,14.0
,20609019,[],CHEMBL4605671,Inhibition of MAP4K3 (unknown origin) assessed as residual activity incubated for 5 mins in presence of [gamma-33ATP] by scintillation counting based radiometry assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2ccc(CN3Cc4cn[nH]c4C3)c(Cl)c2)cc1C#Cc1cnc2cccnn12,,,CHEMBL4602709,ACS Med Chem Lett,2020.0,"{'bei': '13.03', 'le': '0.24', 'lle': '2.04', 'sei': '7.26'}",CHEMBL4638981,,CHEMBL4638981,6.62,False,http://www.openphacts.org/units/Nanomolar,3466990,=,1,True,=,,IC50,nM,,240.4,CHEMBL5432,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 3,9606,,,IC50,uM,UO_0000065,,0.2404
